IP Address,Language,Purchase Price
240.54.86.199,es,70.13
197.243.90.184,pt,31.32
104.208.209.38,en,61.71
111.120.215.181,zh,61.67
173.238.123.160,es,9.52
130.42.43.87,fr,43.85
57.212.161.233,pt,11.57
131.35.102.140,es,63.8
197.127.127.179,fr,52.83
132.165.104.112,it,98.86
228.244.191.248,en,61.03
163.133.116.191,pt,24.99
121.217.16.204,ru,52.3
152.52.116.145,es,24.86
102.76.84.131,fr,57.04
62.34.172.118,es,11.24
201.244.153.114,ru,43.04
63.168.59.229,de,32.02
23.121.188.170,ru,26.17
214.139.136.149,fr,70.93
247.164.255.233,de,28.77
135.224.81.179,el,42.08
91.206.245.66,it,90.02
253.2.34.12,pt,28.7
102.91.137.32,en,12.21
201.63.177.86,pt,22.61
44.24.213.192,zh,93.81
143.20.148.255,it,73.37
218.24.222.26,pt,20.02
235.232.16.119,de,14.45
139.45.67.150,it,16.27
44.138.152.12,ru,60.44
107.77.141.204,es,87.15
124.12.60.155,it,46.47
52.19.0.55,de,32.81
228.46.109.11,de,50.27
38.165.157.166,en,52.53
191.35.18.125,zh,68.59
53.146.227.185,en,58.31
223.4.109.149,ru,6.69
254.23.109.195,fr,23.14
44.222.246.216,el,22.74
203.138.220.84,pt,58.7
106.194.220.206,it,66.56
74.99.212.254,en,58.76
51.56.153.34,ru,81.46
3.226.172.128,en,5.09
220.246.117.140,fr,95.22
219.141.52.164,el,21.67
23.232.169.35,de,69.73
191.193.57.150,it,8.65
84.83.85.207,ru,84.0
143.153.143.165,zh,53.9
211.116.135.108,pt,92.98
103.238.43.104,zh,63.93
180.165.81.175,de,80.18
189.145.206.18,it,8.03
64.130.101.87,fr,12.63
92.19.70.153,fr,19.81
148.15.148.161,de,20.48
246.191.177.223,fr,21.76
160.59.138.2,de,83.29
17.71.36.233,zh,62.06
240.215.46.226,de,18.06
47.175.81.117,it,58.13
58.175.143.185,it,61.37
185.102.234.106,zh,88.13
47.87.247.194,zh,55.8
80.120.243.241,el,6.21
179.198.129.127,fr,96.04
217.203.68.53,ru,64.54
56.27.71.203,ru,29.7
90.165.81.37,it,70.5
232.72.109.248,ru,59.68
15.91.63.56,fr,79.9
25.236.142.233,el,31.07
8.37.171.183,el,87.5
99.96.230.38,de,57.06
39.232.247.11,zh,66.61
194.77.163.27,zh,91.86
219.175.87.11,en,85.82
235.166.53.36,zh,44.16
77.230.255.6,en,25.77
124.170.53.68,de,93.43
186.138.186.96,it,17.0
77.215.230.31,it,88.81
141.26.60.56,it,54.99
210.28.167.158,es,44.48
181.166.68.87,el,19.55
15.204.218.252,it,2.85
252.34.222.143,ru,87.35
193.255.167.176,it,91.11
137.43.134.112,ru,4.29
233.227.176.21,de,27.16
12.66.166.10,it,49.36
113.245.123.134,zh,29.16
43.21.52.37,fr,26.78
169.236.113.181,es,33.18
228.98.225.104,zh,56.19
233.228.207.158,en,90.04
37.24.114.141,it,81.41
146.27.209.179,en,3.04
247.9.31.253,ru,38.61
57.7.5.125,fr,9.83
120.35.73.148,fr,14.3
88.199.8.126,ru,81.62
115.187.26.209,el,81.7
187.65.221.117,de,28.93
76.238.96.32,de,13.75
112.47.219.132,el,62.84
164.17.29.194,fr,23.19
250.104.180.132,es,49.06
47.140.77.147,el,63.15
61.76.11.229,it,79.79
35.201.233.41,ru,10.99
167.197.87.194,en,60.21
87.74.83.24,it,4.4
60.155.76.33,es,20.68
121.10.106.12,it,81.79
200.243.12.149,fr,96.27
127.66.133.113,de,6.29
24.242.214.190,fr,97.03
20.7.13.194,it,71.23
16.156.163.192,ru,0.18
79.39.168.42,pt,28.46
248.105.121.97,de,52.39
52.78.9.107,en,14.72
217.54.63.203,zh,82.72
1.226.52.142,es,40.39
17.107.175.45,es,69.38
168.5.200.18,de,33.11
183.25.194.233,de,95.61
16.127.54.14,it,30.63
185.153.15.218,fr,58.36
76.44.82.147,it,67.75
39.38.189.237,it,12.34
246.70.205.218,en,45.81
155.147.77.212,el,66.56
89.47.227.247,it,81.41
206.239.90.211,pt,53.46
6.209.221.228,el,4.58
181.44.206.247,it,70.29
231.130.253.4,fr,14.28
144.199.155.212,fr,76.69
60.102.61.52,es,36.16
25.218.167.136,ru,7.83
210.81.182.124,en,75.47
196.186.147.166,el,99.57
31.116.129.249,el,7.01
103.65.155.169,pt,35.46
160.250.29.231,it,79.37
202.4.13.126,pt,68.41
8.3.3.34,fr,9.31
69.127.246.126,it,9.26
169.36.103.83,fr,15.81
249.66.223.48,fr,66.84
82.247.234.134,it,4.37
189.199.97.190,fr,24.79
38.156.254.43,pt,23.15
166.150.183.75,zh,70.66
201.228.157.31,fr,38.75
80.99.19.238,ru,13.54
199.123.91.174,fr,84.43
13.150.211.179,zh,6.39
157.68.131.129,el,31.72
116.220.24.161,fr,37.57
228.187.71.39,fr,9.51
208.236.73.184,fr,62.57
15.67.209.61,it,50.81
148.66.144.217,zh,10.45
119.62.88.150,de,53.82
161.41.87.121,pt,46.04
38.125.85.90,fr,18.03
99.171.37.135,en,64.05
186.144.83.223,es,14.29
19.36.135.128,ru,60.39
62.14.36.142,de,6.09
170.7.125.70,pt,62.62
190.238.12.112,pt,86.73
218.235.83.124,ru,9.98
241.76.161.107,de,98.6
113.17.17.92,pt,10.62
100.152.178.161,el,90.04
112.168.139.132,fr,78.96
91.67.171.17,en,98.19
183.10.5.4,it,37.71
112.116.57.62,fr,21.66
186.76.52.98,de,58.95
166.205.124.102,de,50.71
137.100.129.133,el,2.1
190.240.111.175,en,60.42
123.161.161.90,de,41.92
25.85.43.49,el,10.0
185.45.207.202,it,61.35
190.81.77.42,fr,96.94
158.225.197.183,de,68.14
121.36.250.5,de,65.41
131.138.162.151,en,75.51
120.199.152.213,pt,46.18
107.175.255.65,de,50.38
1.249.92.1,zh,85.47
199.190.40.198,zh,8.56
180.140.231.45,en,95.13
33.88.42.128,de,41.17
154.233.105.127,fr,80.36
119.156.106.51,it,91.7
141.153.197.106,fr,53.04
108.13.25.255,es,20.98
53.128.231.209,en,73.58
89.7.102.12,fr,80.23
195.10.137.179,es,96.44
25.244.192.196,de,27.31
183.139.202.151,it,66.89
52.60.24.131,el,77.03
10.159.135.56,ru,46.43
159.247.18.206,el,80.55
121.222.108.251,zh,76.5
107.215.4.226,zh,47.44
79.12.240.77,it,49.3
147.178.39.248,fr,74.56
74.119.40.83,es,4.76
65.218.26.167,pt,71.04
151.222.132.53,pt,31.67
243.240.201.178,pt,45.51
232.43.251.226,fr,58.22
81.119.18.133,pt,95.8
129.191.33.173,de,82.46
200.145.131.60,ru,45.74
60.14.74.61,es,83.88
132.231.12.89,de,66.24
34.152.103.115,de,55.93
211.190.145.255,en,30.69
227.16.46.141,el,87.37
160.196.129.124,pt,27.93
174.54.190.12,de,13.52
224.124.173.70,it,97.41
241.230.21.216,es,26.95
174.103.140.47,de,36.98
124.106.241.39,es,73.12
75.53.79.143,el,43.37
56.33.173.181,el,71.31
57.87.139.134,pt,81.17
249.153.18.193,en,46.18
3.180.35.27,it,47.09
244.255.235.127,es,30.61
68.217.110.18,en,59.81
222.58.123.120,es,30.66
100.145.20.34,it,63.89
122.249.205.28,en,30.15
29.222.201.135,el,4.28
98.111.160.78,es,27.8
36.167.178.66,es,30.31
105.4.9.171,de,69.38
102.55.139.244,pt,48.03
36.82.255.202,pt,51.4
239.51.55.64,es,98.0
133.153.230.123,pt,86.46
148.45.104.29,fr,41.8
142.181.134.249,pt,85.29
74.12.81.19,de,66.87
216.5.250.220,de,84.36
233.49.104.6,en,37.59
63.156.31.9,en,48.74
29.252.48.255,en,32.43
38.122.110.154,el,9.55
250.229.235.230,el,93.94
224.197.188.175,en,9.81
142.63.179.188,es,24.94
234.252.127.119,en,32.73
74.249.35.10,fr,19.87
140.90.95.246,el,83.78
141.97.146.144,zh,48.09
205.212.173.202,de,17.55
209.22.83.97,pt,16.5
62.219.164.102,ru,95.12
169.184.7.159,pt,69.74
73.190.216.219,el,81.79
10.212.149.165,it,92.57
75.219.87.28,pt,53.9
154.120.205.165,en,49.37
160.41.82.147,zh,1.07
25.223.235.109,it,36.36
211.158.202.36,it,98.52
6.63.86.45,it,38.61
20.159.0.21,de,46.49
98.107.162.118,ru,16.4
203.185.135.44,es,57.24
196.53.73.6,it,96.88
9.129.143.42,de,34.17
201.164.191.19,es,80.11
160.207.244.50,ru,84.49
123.133.70.162,ru,44.09
1.173.199.29,es,29.39
78.179.104.0,fr,25.3
81.185.28.157,es,81.84
45.17.182.201,fr,91.1
216.43.143.118,pt,40.94
27.17.254.183,es,42.19
73.84.162.223,el,15.88
78.67.112.18,el,97.41
10.204.170.6,it,53.18
63.172.58.60,it,51.62
161.217.119.52,de,37.98
132.157.169.87,ru,74.16
63.9.98.43,de,26.06
4.246.101.178,el,25.49
161.31.240.143,ru,94.17
152.61.211.216,zh,73.53
231.175.115.219,fr,59.14
135.102.214.105,en,57.31
72.98.67.177,el,11.42
136.215.26.226,ru,15.12
206.100.200.193,en,19.73
124.53.39.132,ru,14.12
196.52.147.43,pt,86.0
214.244.250.190,ru,83.4
45.178.136.81,ru,49.49
235.157.18.66,zh,60.63
143.164.179.212,en,47.26
116.217.99.190,fr,42.55
126.157.101.55,it,99.17
131.18.5.158,fr,17.77
82.201.133.192,pt,2.48
232.74.73.112,el,8.53
9.140.26.172,en,82.09
239.245.106.118,ru,16.81
88.227.192.234,en,73.67
148.210.188.251,en,12.68
44.120.129.120,it,36.84
90.220.8.69,de,99.22
212.29.139.237,pt,85.83
227.25.3.6,de,12.11
53.251.229.184,it,75.83
199.91.121.231,es,58.32
164.60.108.203,pt,27.35
113.219.37.198,de,5.95
26.164.191.95,de,90.06
33.68.72.115,en,23.27
91.241.216.32,el,69.1
227.165.107.5,pt,46.65
36.117.0.59,it,91.82
105.202.23.24,es,34.52
209.17.217.66,zh,87.94
4.129.73.55,fr,21.39
247.188.254.4,zh,19.09
139.125.91.188,ru,49.34
164.26.30.164,ru,74.71
209.15.234.222,fr,32.05
164.142.43.85,pt,46.18
214.2.83.171,es,46.22
50.69.173.105,pt,72.45
78.92.232.216,ru,53.05
251.254.250.100,el,96.13
190.81.200.57,fr,11.05
167.233.11.11,it,69.87
21.60.23.47,pt,51.19
42.151.146.207,pt,96.26
41.163.122.108,de,60.17
151.43.117.48,it,5.89
130.67.117.203,de,22.31
50.42.150.208,el,96.24
227.137.158.246,pt,10.6
46.208.180.156,zh,24.15
34.52.254.104,pt,6.18
175.140.130.24,zh,62.6
147.48.60.132,it,51.39
150.158.21.85,it,23.87
114.55.9.107,it,18.19
131.127.229.43,fr,79.2
155.71.77.46,el,80.08
150.196.166.33,de,23.22
251.102.4.155,en,75.73
24.193.193.18,it,17.53
57.177.226.202,ru,21.52
100.210.28.166,es,2.51
198.145.128.5,el,30.16
100.96.100.101,ru,36.98
44.70.229.3,es,57.09
208.93.240.214,pt,76.53
76.28.200.70,zh,16.74
145.12.170.23,fr,3.03
144.138.73.219,fr,88.65
11.52.191.79,pt,54.34
154.205.11.32,el,77.23
134.204.43.150,en,89.83
207.209.58.195,el,16.31
72.213.255.25,zh,2.83
255.161.33.79,pt,77.63
75.86.195.224,el,41.22
109.246.49.78,el,24.33
43.173.93.210,en,10.61
237.4.15.26,de,29.41
89.105.3.100,zh,26.12
93.186.95.34,zh,13.69
144.128.247.217,it,15.13
54.156.247.55,en,57.17
217.213.112.12,pt,78.64
50.0.33.238,de,58.74
98.203.244.201,en,7.99
96.209.183.86,fr,17.93
174.230.226.9,pt,56.97
146.17.179.21,es,47.48
248.190.242.138,en,94.89
111.25.188.165,el,67.56
104.160.244.185,en,47.19
171.99.112.179,fr,1.11
248.90.96.56,el,86.87
232.152.119.176,de,85.65
47.98.239.82,es,20.86
81.57.30.199,ru,68.04
48.153.94.208,pt,41.27
155.253.68.174,fr,36.45
214.240.245.118,it,48.26
238.36.13.7,el,2.39
111.204.192.166,el,76.02
216.100.134.89,pt,62.21
62.245.109.23,en,58.88
44.22.151.169,de,88.53
56.122.44.117,es,69.07
53.90.42.20,es,97.06
38.155.113.40,ru,56.47
198.251.31.240,it,61.16
139.64.92.161,en,43.9
244.220.231.239,it,53.05
165.0.97.54,en,99.45
95.78.223.169,zh,31.88
193.6.47.153,en,46.73
214.250.8.9,ru,20.92
42.48.104.238,el,82.07
17.126.202.241,zh,82.53
107.167.66.239,fr,77.4
92.208.20.149,pt,10.81
254.131.42.214,en,85.02
181.135.209.68,el,30.51
79.63.17.21,de,7.75
117.243.9.212,it,72.09
145.26.38.81,it,82.7
22.239.55.238,ru,9.25
232.114.215.7,pt,46.39
132.183.74.10,pt,54.77
187.132.103.182,el,99.7
243.25.235.30,fr,12.64
118.70.224.108,es,93.64
171.235.17.177,fr,58.65
120.76.153.134,es,21.02
104.57.83.84,it,82.72
65.216.66.161,de,82.18
45.26.222.105,el,82.88
162.143.218.214,de,56.63
33.68.25.141,pt,81.99
124.160.93.127,ru,67.28
88.13.18.72,en,92.9
139.41.74.34,ru,16.51
51.175.163.0,zh,95.21
43.99.56.59,zh,0.0
22.227.85.33,en,70.99
177.116.214.82,de,53.46
57.131.225.114,ru,37.36
254.238.44.175,de,48.48
51.123.9.77,it,55.44
95.89.193.212,pt,77.59
49.58.185.51,pt,69.53
174.117.80.51,ru,49.15
79.44.114.237,es,54.8
197.87.65.176,ru,65.12
27.227.251.250,zh,99.26
188.148.48.217,es,22.09
195.30.239.219,it,20.09
143.171.121.18,de,2.84
104.249.80.229,fr,70.37
145.1.9.37,es,91.19
156.11.153.188,zh,50.3
13.108.132.86,pt,95.07
169.105.68.119,pt,81.27
204.90.241.148,es,68.74
255.99.25.242,el,36.33
85.228.35.178,pt,4.36
196.36.151.65,es,13.19
91.220.75.228,el,70.67
136.33.22.31,ru,62.87
5.82.8.21,en,62.38
12.31.171.40,ru,62.56
233.86.133.221,it,98.85
83.129.166.128,zh,61.84
34.19.212.34,en,89.97
64.9.241.117,es,10.61
136.30.223.104,pt,64.34
38.137.99.5,fr,65.4
195.69.65.191,it,89.46
185.83.170.1,zh,55.68
174.72.187.170,el,68.23
131.135.228.89,it,10.15
233.148.71.182,el,5.24
160.198.26.53,zh,59.61
246.139.254.84,es,76.53
36.45.183.15,es,19.58
91.186.9.137,it,83.55
244.247.195.99,pt,97.72
86.231.84.103,en,76.53
23.255.51.170,de,5.51
232.202.46.14,pt,7.57
243.189.109.99,it,65.98
221.146.209.169,de,16.25
181.186.20.70,es,94.16
16.53.78.232,pt,47.96
169.223.45.109,es,55.8
160.210.152.221,pt,43.57
232.150.98.133,es,89.69
53.62.212.52,el,21.8
86.75.51.2,el,36.91
156.97.70.130,zh,94.75
25.201.5.65,es,22.85
189.42.158.67,pt,28.45
217.11.137.210,el,48.61
179.166.82.158,es,17.52
10.3.189.88,ru,64.8
36.204.114.122,el,87.15
70.40.188.120,el,61.01
24.19.89.126,zh,80.17
173.137.162.91,el,51.86
30.159.208.22,fr,20.36
223.208.195.28,en,13.56
217.186.242.168,el,93.4
92.218.38.81,fr,68.69
220.2.42.53,el,6.37
44.64.124.144,zh,80.4
75.130.63.251,en,58.17
135.203.212.113,ru,86.75
1.129.173.97,zh,93.11
195.69.172.99,pt,4.01
116.110.83.78,ru,84.5
111.90.139.79,ru,37.2
62.131.92.77,de,47.26
179.255.67.238,pt,31.56
10.147.28.190,el,26.62
136.32.94.142,pt,87.98
103.18.146.74,en,78.87
90.155.96.56,ru,29.35
46.95.224.88,de,94.89
10.29.8.174,zh,42.39
131.216.178.21,de,28.36
255.30.150.114,en,30.95
29.41.224.5,ru,88.83
107.199.14.136,ru,36.28
69.207.252.189,it,13.89
161.149.106.228,zh,41.37
142.22.236.235,de,83.84
103.225.141.174,ru,58.87
143.181.20.90,en,69.86
14.79.76.193,ru,5.75
221.148.122.151,es,97.96
187.53.175.187,el,9.73
182.226.174.164,ru,42.58
253.14.172.37,zh,43.73
196.247.167.163,es,60.19
46.101.35.161,el,66.62
242.181.53.223,es,19.14
161.72.54.248,ru,63.54
60.44.68.206,el,26.99
162.126.107.182,el,15.62
40.192.214.159,en,79.27
53.84.62.127,ru,35.07
188.12.18.63,ru,4.85
116.52.14.242,it,1.14
108.134.224.208,pt,47.68
202.132.169.252,es,41.87
98.63.10.246,zh,16.51
123.230.38.217,de,10.07
67.220.227.186,el,16.62
105.218.233.176,zh,60.02
77.150.239.207,pt,15.4
221.58.134.136,pt,69.78
160.70.200.240,fr,80.63
40.137.153.248,ru,97.57
2.109.157.150,zh,58.02
100.39.21.98,el,43.97
36.206.158.33,fr,69.87
113.23.173.246,pt,81.95
4.209.176.221,fr,27.35
78.228.192.68,pt,31.94
97.35.253.49,fr,32.96
191.155.127.121,pt,83.09
182.45.116.206,zh,31.0
115.108.248.194,el,33.26
156.91.251.204,de,62.29
176.222.113.131,de,55.2
73.53.18.34,pt,93.92
235.124.213.82,pt,85.27
96.205.144.252,en,53.25
250.12.202.174,el,42.85
127.241.170.248,pt,41.96
51.135.249.102,ru,48.23
18.93.245.96,it,40.03
202.158.11.29,pt,82.82
136.105.208.190,pt,0.45
82.122.19.155,el,86.53
19.193.105.44,fr,77.09
232.24.128.92,ru,51.16
126.182.48.246,en,77.96
222.243.18.213,fr,75.21
254.227.63.33,fr,89.33
30.125.77.75,pt,78.49
211.99.95.31,pt,26.97
12.100.178.12,fr,93.95
153.10.114.179,zh,92.65
158.101.38.76,fr,6.59
116.198.248.229,de,27.01
90.224.22.185,de,69.96
136.223.125.90,en,71.47
182.242.17.158,it,34.82
27.24.47.105,zh,4.83
170.79.41.250,it,11.82
15.134.37.100,en,79.87
56.46.62.8,fr,54.3
33.25.150.185,de,74.18
14.100.151.85,it,7.04
193.59.86.217,el,12.12
145.240.55.189,zh,84.26
7.26.147.10,fr,99.02
25.22.75.100,en,57.71
131.98.20.69,el,44.61
19.127.61.103,el,35.67
235.149.102.129,es,98.28
70.133.223.58,pt,36.07
66.225.161.28,fr,9.99
8.14.197.236,zh,7.08
160.142.36.64,fr,68.9
126.253.79.112,es,30.7
248.255.67.1,ru,41.13
238.234.178.223,de,64.4
199.248.50.175,en,76.19
18.74.178.180,fr,64.27
39.171.130.238,es,79.38
31.21.30.101,es,90.02
228.128.175.135,ru,92.97
44.51.135.232,ru,36.46
85.196.40.246,ru,42.08
135.156.148.44,pt,1.71
24.197.102.23,pt,71.48
23.182.238.175,pt,3.81
87.17.15.101,de,50.51
119.107.203.80,de,78.26
68.163.106.24,fr,38.2
140.49.75.165,it,18.64
102.67.222.121,en,14.46
122.208.34.161,ru,85.62
193.223.26.116,en,65.63
62.166.253.13,el,94.93
85.41.72.175,fr,13.95
186.188.144.197,el,83.78
115.110.112.105,es,43.54
102.35.125.253,pt,66.91
229.110.134.207,en,21.38
170.150.17.106,pt,67.4
182.139.181.95,zh,39.81
2.175.133.121,pt,60.96
145.46.63.81,en,15.08
94.169.220.88,en,87.45
74.191.199.8,de,2.0
155.121.60.58,pt,98.66
50.75.188.72,it,28.84
222.187.133.96,el,4.08
11.140.45.91,es,3.71
33.108.166.148,ru,75.61
190.254.154.122,el,63.16
237.175.16.108,es,46.51
141.184.15.176,fr,21.52
70.168.119.177,zh,60.09
198.83.17.242,de,82.58
180.225.36.238,en,56.23
116.163.227.152,ru,23.62
216.162.182.111,es,25.08
140.189.90.209,el,81.18
163.57.50.200,pt,12.77
30.93.48.1,zh,87.97
36.187.120.53,el,21.51
22.222.231.109,pt,74.91
72.83.191.200,fr,74.24
93.70.119.4,zh,70.24
136.73.51.127,pt,9.76
198.245.23.249,ru,79.6
82.218.239.43,ru,55.57
220.18.64.157,de,53.31
149.98.79.24,el,89.15
24.179.35.155,it,83.38
151.15.245.154,de,95.88
100.111.51.80,it,65.96
26.103.199.113,zh,44.43
76.18.29.213,pt,31.52
139.6.109.29,el,29.37
180.92.211.149,fr,76.58
108.29.74.102,de,48.46
196.26.158.226,ru,88.2
178.176.103.108,ru,77.62
7.167.41.148,de,57.45
181.228.187.252,el,91.92
165.135.80.75,pt,0.65
62.168.48.203,ru,81.44
30.62.119.224,ru,22.15
108.131.223.222,es,57.45
219.145.35.77,zh,58.76
24.234.47.156,el,33.27
108.94.203.69,de,10.66
1.54.71.102,it,93.63
138.167.198.196,ru,40.76
242.194.244.132,pt,73.2
251.184.139.88,de,88.59
51.130.48.144,es,86.15
161.253.139.113,el,50.32
185.68.3.176,es,33.6
120.128.44.219,it,27.19
59.219.155.225,it,39.24
12.7.65.21,it,35.53
144.62.217.48,fr,41.33
122.87.247.231,ru,96.33
110.47.138.9,pt,43.6
145.96.213.14,fr,37.24
85.175.41.86,fr,26.16
187.225.212.18,fr,86.2
190.180.125.216,fr,79.8
16.108.198.12,en,34.72
72.96.232.169,en,36.68
199.153.57.116,it,63.13
135.29.122.134,zh,4.38
203.208.178.88,en,81.18
62.42.129.239,de,17.53
139.141.129.75,ru,10.74
131.203.123.132,zh,84.92
239.36.137.41,en,7.39
127.192.130.217,de,52.15
2.22.150.139,ru,1.82
60.134.11.219,es,79.43
47.175.56.193,de,71.8
113.212.8.34,fr,76.5
244.236.203.242,el,78.92
146.228.231.107,de,91.36
142.222.0.246,zh,55.5
129.149.124.35,it,69.13
194.194.48.66,ru,70.73
230.193.2.49,el,82.32
158.234.173.110,it,72.08
207.64.98.156,pt,65.73
234.197.239.94,el,29.75
227.53.174.95,de,90.48
195.141.17.58,pt,70.9
247.163.195.79,ru,65.77
102.154.126.234,es,78.04
247.231.10.224,en,66.85
32.247.102.194,it,49.78
75.65.218.52,ru,44.76
13.194.11.147,es,17.81
193.149.186.32,fr,41.91
44.19.154.0,de,84.96
188.7.245.182,el,81.5
228.44.242.142,es,25.15
183.78.64.29,de,45.06
229.167.41.22,zh,92.55
222.238.252.31,fr,93.66
148.150.120.132,de,3.83
83.255.11.69,zh,38.91
159.109.196.251,ru,52.76
117.234.59.57,de,94.92
25.146.239.223,de,14.27
170.21.73.212,it,38.32
15.106.179.123,de,40.22
5.242.54.30,de,93.33
118.74.21.203,zh,36.86
197.161.233.135,es,42.76
74.128.9.253,fr,63.17
129.65.174.17,ru,85.4
118.150.247.79,zh,88.09
230.68.190.52,pt,80.83
129.63.12.180,fr,70.25
109.157.194.91,pt,67.89
86.223.190.253,fr,65.08
160.29.111.216,es,5.48
60.134.45.169,en,61.74
163.215.118.143,es,75.84
196.165.163.57,de,8.35
70.157.149.101,en,97.77
182.187.40.154,it,34.29
165.48.161.188,zh,96.73
88.184.89.131,zh,76.32
34.128.172.57,pt,25.55
22.167.235.85,fr,67.67
74.245.237.10,fr,91.52
248.141.7.130,de,53.68
253.160.10.78,es,69.36
22.16.106.40,pt,80.53
29.48.199.57,fr,19.93
157.151.160.22,fr,47.47
247.90.183.158,it,41.2
241.184.25.101,pt,18.22
118.95.246.174,es,34.95
107.154.170.196,zh,36.44
59.81.34.51,it,4.79
145.146.20.204,ru,65.15
231.101.72.153,zh,69.05
63.57.156.95,en,25.89
176.153.225.1,de,38.62
143.192.205.99,it,72.0
120.100.122.39,pt,50.15
160.99.42.183,pt,80.45
71.76.37.132,fr,99.46
35.148.26.97,ru,5.41
6.103.38.230,zh,18.2
206.58.206.147,en,7.47
46.47.204.200,pt,97.38
119.119.33.201,es,44.45
232.184.35.13,es,89.42
130.35.106.140,pt,31.51
16.110.166.196,ru,28.13
83.247.112.122,it,40.12
23.155.185.145,fr,29.12
16.105.182.206,el,95.42
34.53.110.158,es,93.7
31.218.85.143,de,80.69
253.117.240.86,zh,64.01
38.56.1.93,zh,2.5
60.132.4.175,fr,1.54
3.211.224.117,en,85.08
136.126.153.42,it,37.32
196.231.46.201,es,52.12
220.115.47.114,pt,92.29
254.52.98.45,ru,70.92
133.129.63.64,zh,90.51
236.129.37.11,en,23.52
195.206.107.168,el,68.65
78.180.146.71,en,28.82
35.232.180.79,en,65.6
32.70.180.169,pt,4.14
153.152.125.122,el,78.94
232.34.204.255,it,51.04
66.57.21.39,pt,29.88
90.46.105.33,fr,20.32
86.21.81.128,es,36.25
123.98.153.43,zh,3.49
174.131.226.67,en,57.57
103.98.23.97,es,80.68
96.100.146.59,es,45.87
141.26.222.252,el,98.42
15.75.27.30,zh,15.29
212.168.246.27,ru,95.07
149.81.22.207,es,21.01
213.89.32.197,zh,81.4
100.90.86.197,el,51.67
47.243.97.78,de,90.33
204.66.12.114,en,2.92
10.107.80.66,it,13.36
169.95.179.216,es,74.6
87.70.98.46,de,48.02
240.142.158.93,it,80.89
100.58.2.14,fr,90.61
201.112.88.140,pt,15.7
87.50.70.157,de,90.23
124.86.173.94,el,26.41
194.83.186.171,zh,82.38
84.69.70.73,es,92.86
234.108.43.55,ru,55.13
204.107.117.207,fr,86.13
30.172.23.74,el,24.55
54.110.107.81,fr,51.19
231.34.199.32,it,97.38
140.184.235.7,pt,63.55
26.13.219.211,el,67.81
255.26.3.140,fr,3.17
178.148.46.69,es,95.81
220.28.163.64,zh,17.49
86.117.42.29,de,22.6
176.122.159.148,ru,58.84
24.216.134.114,fr,72.12
242.219.50.61,pt,94.59
248.183.117.160,it,7.29
124.120.206.240,de,51.46
157.62.9.53,de,74.22
119.24.186.142,it,75.55
74.131.253.94,zh,59.83
243.148.96.108,pt,20.19
92.120.6.114,es,53.99
115.161.150.9,es,84.63
127.57.193.31,fr,90.27
84.250.255.24,en,53.66
18.48.242.104,ru,22.3
224.206.66.51,it,50.98
67.208.25.192,pt,8.0
64.108.33.10,el,67.12
76.252.208.130,it,61.09
54.128.86.53,zh,59.19
176.156.68.140,el,2.61
170.21.159.214,en,60.08
43.13.105.20,zh,19.95
13.151.215.112,de,48.35
244.97.248.47,fr,96.23
161.255.75.25,fr,70.7
5.154.174.218,pt,58.72
49.3.233.178,el,83.97
103.221.67.17,en,28.6
161.11.211.127,pt,7.31
84.77.205.112,es,27.09
233.199.139.219,ru,30.68
109.101.188.211,ru,82.27
15.163.115.192,zh,82.17
225.173.127.13,en,26.86
120.173.32.196,pt,92.1
242.216.33.201,en,43.6
205.57.233.124,el,31.6
218.1.168.226,fr,70.03
147.61.110.111,de,22.49
95.35.63.26,it,18.87
213.172.11.66,zh,7.16
177.193.224.121,ru,56.41
191.11.131.30,en,11.43
83.240.130.16,el,75.4
188.47.0.130,de,57.19
138.212.10.61,ru,21.31
119.210.173.0,zh,2.44
129.78.109.125,de,40.75
104.10.121.199,es,86.82
230.50.245.35,ru,37.91
125.215.4.157,zh,92.84
224.11.39.36,it,72.21
107.83.31.250,ru,5.46
52.150.236.235,zh,21.4
236.32.32.231,el,24.95
220.181.48.170,de,53.64
7.250.139.211,fr,94.94
123.86.249.77,el,89.58
2.114.7.235,es,94.6
97.169.0.118,el,45.29
139.32.113.81,en,0.37
178.209.71.55,en,77.14
4.211.84.95,de,97.48
28.134.249.115,zh,72.68
151.240.234.250,pt,39.49
45.201.189.140,fr,99.71
76.14.79.80,ru,44.66
173.137.9.197,pt,46.43
81.17.115.209,en,80.73
145.12.167.68,en,14.14
156.142.53.207,ru,87.22
33.139.35.128,zh,94.88
196.207.196.174,zh,37.87
252.81.88.127,ru,10.08
13.7.222.60,pt,51.33
23.51.40.26,el,98.17
145.201.204.23,es,5.15
169.184.108.162,fr,76.62
240.251.22.66,zh,51.97
157.110.157.33,ru,32.62
6.219.182.45,it,73.93
126.154.133.37,el,98.06
104.52.68.199,pt,24.76
44.163.7.71,el,62.6
238.40.56.44,ru,91.58
26.65.218.29,it,96.59
72.141.190.45,zh,18.33
118.235.234.10,fr,45.45
170.101.98.73,ru,57.22
168.67.41.254,de,30.09
2.168.72.56,it,82.67
238.218.247.118,zh,16.42
215.27.93.211,el,69.08
246.98.69.129,zh,25.55
91.224.92.217,pt,1.56
183.170.227.12,fr,44.63
12.80.77.140,fr,17.76
89.183.179.170,el,38.26
